variant,pair_id,repo,ground_truth,generated,status,rouge1,rougeL,bertscore
v4_persona,15,DSpace/DSpace,"    /**
     * This method will generate a short lived token to be used for bitstream downloads among other things.
     *
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     *
     * Example:
     * <pre>
     * {@code
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     * }
     * </pre>
     * @param request The StandardMultipartHttpServletRequest
     * @return        The created short lived token
     */","```java
/**
 * Returns a short-lived authentication token resource based on the provided HTTP request.
 * 
 * @param request the HTTP request containing authentication context
 * @return a short-lived authentication token resource
 * @throws NullPointerException if the request is null
 * @throws IllegalArgumentException if the request is invalid
 */
```",ok,0.2642,0.2264,0.8023
v4_persona,16,vaadin/flow,"    /**
     * Runs the Vite build
     *
     * @param adapter
     *            - the PluginAdapterBase.
     * @throws TimeoutException
     *             - while run webpack
     * @throws InterruptedException
     *             - while run webpack
     * @throws IOException
     *             - while run webpack
     * @throws URISyntaxException
     *             - while parsing nodeDownloadRoot()) to URI
     */","/**
 * Runs the Webpack build tool for the frontend application.
 * 
 * @param adapter the plugin adapter instance
 * @throws IOException if an I/O error occurs
 * @throws InterruptedException if the build process is interrupted
 * @throws TimeoutException if the build process times out
 * @throws URISyntaxException if the Webpack script path is invalid
 */",ok,0.4103,0.3077,0.8247
v4_persona,17,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of personas associated with accounts whose unique identifiers match the given partial name.
 * 
 * @param partialName the partial name to search for in account unique identifiers
 * @throws CentralRepoException if an error occurs while executing the SQL query
 * @return a collection of personas that match the search criteria
 */",ok,0.463,0.2778,0.8514
v4_persona,18,sleuthkit/autopsy,"    /**
     * Convert a geo result taken from the Geolocation and convert to a stream
     * of tuples where each tuple represents a point with the closest city and
     * the time stamp in seconds from epoch.
     *
     * @param geoResult The result from the Geolocation API.
     * @param cityMapper The means of mapping a point to the closest city.
     * @return A list of tuples where each tuple represents a point to be
     * counted with a combination of the closest city and the timestamp.
     * @throws IOException
     */","/**
 * Initializes a GeolocationSummary instance with a ClosestCityMapper and a SleuthkitCaseProvider.
 * 
 * @param cityMapper a supplier of ClosestCityMapper instances that may throw IOExceptions.
 * @param provider a SleuthkitCaseProvider instance.
 */",ok,0.2476,0.1714,0.8383
v4_persona,19,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","/**
 * Retrieves a collection of personas associated with accounts that have an identifier matching the given partial name.
 * 
 * @param partialName the partial account identifier to search for
 * @throws CentralRepoException if an error occurs while executing the SQL query
 * @return a collection of personas that match the search criteria
 */",ok,0.434,0.2642,0.8527
v4_persona,20,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","```java
/**
 * Returns a map containing string keys and integer values.
 * 
 * @param none
 * @return a map containing string keys and integer values
 * @throws none
 */
```",ok,0.028,0.028,0.7853
v4_persona,21,openjdk/jdk,"    /**
     * Creates a new List from a trusted array, checking for and rejecting null
     * elements.
     *
     * <p>A trusted array has no references retained by the caller. It can therefore be
     * safely reused as the List's internal storage, avoiding a defensive copy. Declared
     * with Object... instead of E... as the parameter type so that varargs calls don't
     * accidentally create an array of type other than Object[].
     *
     * @param <E> the List's element type
     * @param input the input array
     * @return the new list
     */","/**
 * Returns a copy of the specified collection as a list.
 * 
 * @param coll the collection to be copied
 * @return a list copy of the specified collection
 * @throws ClassCastException if the collection is not a List or is a SubList of an AbstractImmutableList
 * @throws NullPointerException if the collection is null
 */",ok,0.3231,0.1692,0.8238
v4_persona,22,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Creates a new instance of BatchMessageAcker with a BitSet initialized to represent a batch of the specified size.
 * 
 * @param batchSize the size of the batch
 * @return a new instance of BatchMessageAcker
 * @throws IllegalArgumentException if batchSize is less than 1
 */",ok,0.1132,0.1006,0.7877
v4_persona,23,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Constructs a new KeyValue object with the specified key and value.
 * 
 * @param key the key of the KeyValue object
 * @param value the value of the KeyValue object
 * @throws NullPointerException if the key or value is null
 */",ok,0.1667,0.1154,0.7905
v4_persona,24,VoltDB/voltdb,"    /**
    * This method parses a batch of SQL statements passed in as a string
    * and verifies that they're all DDL statements.  If there are any statements
    * that are not allowed in a DDL batch, this method will indicate the position
    * and text of the first such statement.
    *
    * @param batch  A string containing one or more SQL statements
    * @return Optional.absent() if all valid statements, or an
    *   optional pair:
    *     first  - the offset of the first invalid statement in the batch
    *              (0 if it's the first stmt, 1 if it's the second, etc)
    *     second - the text of the invalid statement
    */","```java
/**
 * Finds the first invalid statement in a given DDL batch.
 * 
 * @param batch the DDL batch to check
 * @return the index and statement of the first invalid statement, or an empty Optional if the batch is valid
 * @throws NullPointerException if the batch is null
 */
```",ok,0.4306,0.2639,0.8436
v5_cognitive,0,apache/flink,"	/**
	 * Configures how to partition records from Flink's partitions into Kafka's partitions.
	 *
	 * <p>This strategy ensures that each Flink partition ends up in one Kafka partition.
	 *
	 * <p>Note: One Kafka partition can contain multiple Flink partitions. Examples:
	 *
	 * <p>More Flink partitions than Kafka partitions. Some (or all) Kafka partitions contain
	 * the output of more than one flink partition:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    --------------/
	 *         3    -------------/
	 *         4    ------------/
	 * </pre>
	 *
	 *
	 * <p>Fewer Flink partitions than Kafka partitions:
	 * <pre>
	 *     Flink Sinks            Kafka Partitions
	 *         1    ----------------&gt;    1
	 *         2    ----------------&gt;    2
	 *                                      3
	 *                                      4
	 *                                      5
	 * </pre>
	 *
	 * @see org.apache.flink.streaming.connectors.kafka.partitioner.FlinkFixedPartitioner
	 */","/**
 * Starts the Kafka instance from a specific offset for the given partition.
 * 
 * @param partition the partition number
 * @param specificOffset the specific offset to start from
 * @return this instance for method chaining
 */",ok,0.1203,0.0752,0.7661
v5_cognitive,1,sleuthkit/autopsy,"    /**
     * Verify the ICCID (Integrated Circuit Card Identifier) number and
     * normalize format.
     *
     * E.118 defines as up to 22 digits long including luhn check digit while
     * GSM Phase 1 defines it as a 20 digit operator specific structure. They
     * begin with 89 which is the ISO 7812 Major Industry Identifier for
     * telecommunication, followed by a contry code of 1-3 digits as definted by
     * ITU-T E.164, followed by issuer identifier 1-4 digits, followed by 1 luhn
     * checksum digit (sometimes omitted). The hexidecimal digit F is used as
     * filler when necessary in GSM Phase 1 specification.
     *
     * 18 digits appears to be the shortest ICCID in use.
     *
     * @param data The string to normalize and validate
     *
     * @return the data with common number seperators removed and lower cased if
     *         the data was determined to be a possible ICCID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid ICCID
     */","```java
/**
 * Normalizes a USB ID string.
 * 
 * @param data the USB ID string to normalize
 * @return the normalized USB ID string
 * @throws CorrelationAttributeNormalizationException if an error occurs during normalization
 */
```",ok,0.1494,0.1494,0.7989
v5_cognitive,2,realm/realm-java,"    /**
     * Links the current user with a new user identity represented by the given credentials.
     * <p>
     * Linking a user with more credentials, mean the user can login either of these credentials.
     * It also makes it possible to ""upgrade"" an anonymous user by linking it with e.g.
     * Email/Password credentials.
     * <pre>
     * {@code
     * // Example
     * RealmApp app = new RealmApp(""app-id"")
     * RealmUser user = app.login(RealmCredentials.anonymous());
     * app.linkUser(RealmCredentials.emailPassword(""email"", ""password""));
     * }
     * </pre>
     * <p>
     * Note: It is not possible to link two existing users of MongoDB Realm. The provided credentials
     * must not have been used by another user.
     *
     * @param credentials the credentials to link with the current user.
     * @throws IllegalStateException if no user is currently logged in.
     * @return the {@link io.realm.RealmUser} the credentials were linked to.
     */","/**
 * Switches the current user to the specified user.
 * 
 * @param user the user to switch to
 * @return the user that was switched to
 */",ok,0.2162,0.1622,0.8337
v5_cognitive,3,apache/flink,"	/**
	 * Reads all the bytes from a file. The method ensures that the file is
	 * closed when all bytes have been read or an I/O error, or other runtime
	 * exception, is thrown.
	 *
	 * <p>This is an implementation that follow {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)},
	 * and the difference is that it limits the size of the direct buffer to avoid
	 * direct-buffer OutOfMemoryError. When {@link java.nio.file.Files#readAllBytes(java.nio.file.Path)}
	 * or other interfaces in java API can do this in the future, we should remove it.
	 *
	 * @param path
	 *        the path to the file
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated, for
	 *         example the file is larger that {@code 2GB}
	 */","```java
/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to be read
 * @param charsetName the name of the character set to use for decoding
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs while reading the file
 */",ok,0.35,0.27,0.8442
v5_cognitive,4,apache/ambari,"  /**
   * validate cluster name character and length requirements and throw IllegalArgumentException if not valid.
   * <p>
   * Character Requirements
   * <p>
   * A through Z
   * a through z
   * 0 through 9
   * _ (underscore)
   * - (dash)
   * Length Requirements
   * <p>
   * Minimum: 1 character
   * Maximum: 100 characters
   * @see AmbariManagementControllerImpl#CLUSTER_NAME_VALIDATION_REGEXP
   *
   * @param clusterName name to validate
   * @throws IllegalArgumentException if validation result
   */","```java
/**
 * Validates the given cluster name.
 * 
 * @param clusterName the cluster name to be validated
 * @throws IllegalArgumentException if the cluster name is null, empty, or does not match the allowed pattern
 */
```",ok,0.3373,0.2651,0.8412
v5_cognitive,5,apache/flink,"	/**
	 * Reads all the bytes from an input stream. Uses {@code initialSize} as a hint
	 * about how many bytes the stream will have and uses {@code directBufferSize}
	 * to limit the size of the direct buffer used to read.
	 *
	 * @param source
	 *        the input stream to read from
	 * @param initialSize
	 *        the initial size of the byte array to allocate
	 * @param maxDirectBufferSize
	 *        the maximum size of the direct buffer used to read
	 * @return a byte array containing the bytes read from the file
	 *
	 * @throws IOException
	 *         if an I/O error occurs reading from the stream
	 * @throws OutOfMemoryError
	 *         if an array of the required size cannot be allocated
	 */","```java
/**
 * Reads the contents of a file into a string using the specified character set.
 * 
 * @param file the file to read
 * @param charsetName the character set to use for decoding the file
 * @return the contents of the file as a string
 * @throws IOException if an I/O error occurs
 */
```",ok,0.3947,0.3289,0.8451
v5_cognitive,6,ballerina-platform/ballerina-lang,"    /**
     * <p>
     * Parse module variable declaration.
     * </p>
     *
     * <code>
     * module-var-decl := module-init-var-decl | module-no-init-var-decl
     * <br/><br/>
     * module-init-var-decl := metadata isolated-final-quals typed-binding-pattern = expression ;
     * <br/><br/>
     * module-no-init-var-decl := metadata [final] type-descriptor variable-name ;
     * <br/><br/>
     * isolated-final-quals := (final | isolated-qual)*
     * </code>
     *
     * @param metadata           Preceding metadata
     * @param topLevelQualifiers Preceding top level qualifiers
     * @return Parsed node
     */","/**
 * Parses a module variable declaration.
 * 
 * @param metadata metadata for the variable declaration
 * @return the parsed module variable declaration
 */",ok,0.2558,0.2093,0.8118
v5_cognitive,7,DSpace/DSpace,"    /**
     * Deletes an EPerson. The argument cascade defines whether all references
     * on an EPerson should be deleted as well (by either deleting the
     * referencing object - e.g. WorkspaceItem, ResourcePolicy - or by setting
     * the foreign key null - e.g. archived Items). If cascade is set to false
     * and the EPerson is referenced somewhere, this leads to an
     * AuthorizeException. EPersons may be referenced by Items, ResourcePolicies
     * and workflow tasks.
     *
     * @param context DSpace context
     * @param ePerson The EPerson to delete.
     * @param cascade Whether to delete references on the EPerson (cascade =
     * true) or to abort the deletion (cascade = false) if the EPerson is
     * referenced within DSpace.
     *
     * @throws SQLException
     * @throws AuthorizeException
     * @throws IOException
     */","```java
/**
 * Returns the count of search results based on the provided query and metadata fields.
 * 
 * @param context the application context
 * @param query the search query
 * @return the count of search results
 * @throws SQLException if an error occurs while executing the query
 */
```",ok,0.2162,0.1622,0.8105
v5_cognitive,8,apache/kafka,"    /**
     * Get metadata about partitions for all topics that the user is authorized to view. This method will issue a
     * remote call to the server.
     *
     * @param timeout The maximum time this operation will block
     *
     * @return The map of topics and its partitions
     * @throws org.apache.kafka.common.errors.TimeoutException if time spent blocking exceeds the {@code timeout}
     * @throws org.apache.kafka.common.errors.WakeupException if {@link #wakeup()} is called before or while this
     *             function is called
     * @throws org.apache.kafka.common.errors.InterruptException if the calling thread is interrupted before or while
     *             this function is called
     * @throws org.apache.kafka.common.errors.TimeoutException if the topic metadata could not be fetched before
     *             expiration of the configured request timeout
     * @throws org.apache.kafka.common.KafkaException for any other unrecoverable errors
     */","```java
/**
 * Returns the committed offset and metadata for the specified topic partition.
 * 
 * @param partition the topic partition for which to retrieve the committed offset
 * @return the committed offset and metadata for the specified topic partition
 */
```",ok,0.2331,0.135,0.8113
v5_cognitive,9,ReactiveX/RxJava,"    /**
     * Assert that the TestSubscriber contains the given first and optional rest values exactly
     * and if so, clears the internal list of values.
     * <p>
     * <code><pre>
     * TestSubscriber ts = new TestSubscriber();
     * 
     * ts.onNext(1);
     * 
     * ts.assertAndConsume(1);
     * 
     * ts.onNext(2);
     * ts.onNext(3);
     * 
     * ts.assertAndConsume(2, 3); // no mention of 1
     * </pre></code>
     * @param expectedFirstValue the expected first value
     * @param expectedRestValues the optional rest values
     */","```java
/**
 * Asserts that the iterable contains the specified values and then consumes them.
 * 
 * @param expectedFirstValue the first value to be asserted
 * @param expectedRestValues the remaining values to be asserted
 */
```",ok,0.3478,0.3478,0.8363
v5_cognitive,10,sleuthkit/autopsy,"    /**
     * Verify the wireless network name is valid
     *
     * SSIDs for wireless networks can be at most 32 characters, are case
     * sensitive, and allow special characters.
     *
     * @param data The string to normalize and validate
     *
     * @return the unmodified data if the data was a valid length to be an SSID
     *
     * @throws CorrelationAttributeNormalizationException if the data was not a
     *                                                    valid SSID
     */","```java
/**
 * Normalizes the given USB ID data.
 *
 * @param data the USB ID data to be normalized
 * @return the normalized USB ID data
 * @throws CorrelationAttributeNormalizationException if an error occurs during normalization
 */
```",ok,0.3678,0.2759,0.8209
v5_cognitive,11,ome/bioformats,"  /**
   * Read named table from a pre-initialized .mdb files.
   * Each String[] in a table represents a row, and each element of the String[]
   * represents the value of a particular column within the row.
   *
   * The first row in the table contains the names for each column.
   *
   * {@link #initialize(String)} must be called before calling parseTable.
   *
   * @param name table name
   * @return table data or null if the named table does not exist
   * @throws IOException if there is a problem reading the table data
   */","```java
/**
 * Reads named table from a pre-initialized .mdb files.
 * 
 * @throws IOException if an I/O error occurs
 */
```",ok,0.2424,0.2424,0.8676
v5_cognitive,12,apache/kafka,"    /**
     * Get the consumer's current lag on the partition. Returns an ""empty"" {@link OptionalLong} if the lag is not known,
     * for example if there is no position yet, or if the end offset is not known yet.
     *
     * <p>
     * This method uses locally cached metadata and never makes a remote call.
     *
     * @param topicPartition The partition to get the lag for.
     *
     * @return This {@code Consumer} instance's current lag for the given partition.
     *
     * @throws IllegalStateException if the {@code topicPartition} is not assigned
     **/","/**
 * Returns a map of end offsets for the specified partitions.
 * 
 * @param partitions a collection of topic partitions to retrieve end offsets for
 * @param timeout the maximum time to wait for the operation to complete
 * @return a map of topic partitions to their corresponding end offsets
 * @throws Exception if an error occurs while fetching end offsets",ok,0.2815,0.1926,0.8356
v5_cognitive,13,realm/realm-java,"    /**
     * Asynchronously returns a distinct set of objects of a specific class. If the result is
     * sorted, the first object will be returned in case of multiple occurrences, otherwise it is
     * undefined which object is returned.
     *
     * @param fieldName the field name.
     * @return immediately a {@link RealmResults}. Users need to register a listener
     * {@link io.realm.RealmResults#addChangeListener(RealmChangeListener)} to be notified when the
     * query completes.
     * @throws IllegalArgumentException if a field is null, does not exist, is an unsupported type,
     * is not indexed, or points to linked fields.
     */","/**
 * Returns a RealmResults containing distinct objects based on the specified field.
 * 
 * @param fieldName the name of the field to consider for distinct values
 * @return a RealmResults containing distinct objects
 */",ok,0.3304,0.2087,0.8465
v5_cognitive,14,realm/realm-java,"    /**
     * Returns a distinct set of objects from a specific class. When multiple distinct fields are
     * given, all unique combinations of values in the fields will be returned. In case of multiple
     * matches, it is undefined which object is returned. Unless the result is sorted, then the
     * first object will be returned.
     *
     * @param firstFieldName first field name to use when finding distinct objects.
     * @param remainingFieldNames remaining field names when determining all unique combinations of field values.
     * @return a non-null {@link RealmResults} containing the distinct objects.
     * @throws IllegalArgumentException if field names is empty or {@code null}, does not exist,
     * is an unsupported type, or points to a linked field.
     */","/**
 * Returns a RealmResults containing unique values for the specified field.
 * 
 * @param fieldName the name of the field to get unique values for
 * @return a RealmResults containing unique values for the specified field
 */",ok,0.3,0.2571,0.8418
v5_cognitive,15,DSpace/DSpace,"    /**
     * This method will generate a short lived token to be used for bitstream downloads among other things.
     *
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     *
     * Example:
     * <pre>
     * {@code
     * curl -v -X POST https://{dspace-server.url}/api/authn/shortlivedtokens -H ""Authorization: Bearer eyJhbG...COdbo""
     * }
     * </pre>
     * @param request The StandardMultipartHttpServletRequest
     * @return        The created short lived token
     */","```java
/**
 * Obtains a short-lived login authentication token from the REST authentication service.
 * 
 * @param request The HTTP request containing context information.
 * @return An authentication token resource.
 */
```",ok,0.2472,0.2022,0.8185
v5_cognitive,16,vaadin/flow,"    /**
     * Runs the Vite build
     *
     * @param adapter
     *            - the PluginAdapterBase.
     * @throws TimeoutException
     *             - while run webpack
     * @throws InterruptedException
     *             - while run webpack
     * @throws IOException
     *             - while run webpack
     * @throws URISyntaxException
     *             - while parsing nodeDownloadRoot()) to URI
     */","/**
 * Runs the Webpack frontend build tool using the provided PluginAdapterBase instance.
 * 
 * @param adapter the PluginAdapterBase instance to use for running Webpack
 * @throws IOException if an I/O error occurs
 * @throws InterruptedException if the thread is interrupted while running Webpack
 * @throws TimeoutException if the Webpack build times out
 * @throws URISyntaxException if a URI syntax error occurs
 */",ok,0.5412,0.4471,0.8218
v5_cognitive,17,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","```java
/**
 * Retrieves a collection of Persona objects based on a partial account identifier.
 * 
 * @param partialName a partial account identifier to search for
 * @return a collection of Persona objects
 * @throws CentralRepoException if an error occurs during the database query
 */",ok,0.3299,0.3093,0.8426
v5_cognitive,18,sleuthkit/autopsy,"    /**
     * Convert a geo result taken from the Geolocation and convert to a stream
     * of tuples where each tuple represents a point with the closest city and
     * the time stamp in seconds from epoch.
     *
     * @param geoResult The result from the Geolocation API.
     * @param cityMapper The means of mapping a point to the closest city.
     * @return A list of tuples where each tuple represents a point to be
     * counted with a combination of the closest city and the timestamp.
     * @throws IOException
     */","/**
 * Initializes a new instance of GeolocationSummary with a city mapper and a Sleuthkit case provider.
 * 
 * @param cityMapper a supplier of ClosestCityMapper instances that may throw IOException
 * @param provider a Sleuthkit case provider
 */",ok,0.2703,0.1982,0.8397
v5_cognitive,19,sleuthkit/autopsy,"    /**
     * Gets the rows from the Personas table where persona accounts' names are
     * similar to the given one. Persona marked as DELETED are not returned.
     *
     * @param partialName Name substring to match.
     * @return Collection of personas matching the given name substring, may be
     * empty if no match is found.
     *
     * @throws CentralRepoException If there is an error in querying the
     * Personas table.
     */","```java
/**
 * Returns a collection of Persona objects based on the given partial account identifier.
 * 
 * @param partialName the partial account identifier to search for
 * @return a collection of Persona objects
 * @throws CentralRepoException if an error occurs while executing the SQL query
 */",ok,0.404,0.3232,0.8445
v5_cognitive,20,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","```java
/**
 * Returns the value associated with the given key in the test map.
 *
 * @param key the key to look up in the map
 * @return the value associated with the given key, or null if not found
 * @throws NullPointerException if the key is null
 */
```",ok,0.1963,0.1472,0.7857
v5_cognitive,21,openjdk/jdk,"    /**
     * Creates a new List from a trusted array, checking for and rejecting null
     * elements.
     *
     * <p>A trusted array has no references retained by the caller. It can therefore be
     * safely reused as the List's internal storage, avoiding a defensive copy. Declared
     * with Object... instead of E... as the parameter type so that varargs calls don't
     * accidentally create an array of type other than Object[].
     *
     * @param <E> the List's element type
     * @param input the input array
     * @return the new list
     */","/**
 * Creates a copy of the specified collection, returning it as a list.
 * 
 * @param coll the collection to copy
 * @return a list containing the elements of the specified collection
 */",ok,0.3273,0.2,0.8455
v5_cognitive,22,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Creates a new instance of BatchMessageAcker with a BitSet initialized to represent a batch of the specified size.
 * 
 * @param batchSize the size of the batch
 * @return a new instance of BatchMessageAcker
 */",ok,0.106,0.106,0.7941
v5_cognitive,23,apache/pulsar,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *   http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing,
 * software distributed under the License is distributed on an
 * ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
 * KIND, either express or implied.  See the License for the
 * specific language governing permissions and limitations
 * under the License.
 */","/**
 * Constructs a new KeyValue object with the specified key and value.
 * 
 * @param key the key to be associated with this KeyValue object
 * @param value the value to be associated with this KeyValue object
 */",ok,0.1438,0.0915,0.7952
v5_cognitive,24,VoltDB/voltdb,"    /**
    * This method parses a batch of SQL statements passed in as a string
    * and verifies that they're all DDL statements.  If there are any statements
    * that are not allowed in a DDL batch, this method will indicate the position
    * and text of the first such statement.
    *
    * @param batch  A string containing one or more SQL statements
    * @return Optional.absent() if all valid statements, or an
    *   optional pair:
    *     first  - the offset of the first invalid statement in the batch
    *              (0 if it's the first stmt, 1 if it's the second, etc)
    *     second - the text of the invalid statement
    */","```java
/**
 * Finds the first non-DML statement in a DDL batch.
 * 
 * @param batch the DDL batch to search
 * @return the first non-DML statement and its index, or an empty Optional if all statements are DML
 */",ok,0.3529,0.2059,0.8495
